root_category,found_in_category,pageid,title,url,categories,matched_keyword,latitude,longitude,date
Category:4th-century BC books,Category:Works by Aristotle,1692652,Categories (Aristotle),https://en.wikipedia.org/?curid=1692652,Category:Logic literature | Category:Philosophical categories | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,52548690,Constitution of the Athenians (Aristotle),https://en.wikipedia.org/?curid=52548690,Category:1879 archaeological discoveries | Category:4th-century BC texts | Category:Ancient Greek constitutions | Category:Athenian democracy | Category:Rediscovered literature | Category:Works by Aristotle,Greek,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,76806287,Constitutions (Aristotle),https://en.wikipedia.org/?curid=76806287,Category:Ancient Greek constitutions | Category:Books about political philosophy | Category:Historiography | Category:Lost books | Category:Works by Aristotle,Greek,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,24620479,Economics (Aristotle),https://en.wikipedia.org/?curid=24620479,Category:Economics books | Category:Economy of ancient Greece | Category:Works by Aristotle,Greece,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692660,Eudemian Ethics,https://en.wikipedia.org/?curid=1692660,Category:Ethics books | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692706,Generation of Animals,https://en.wikipedia.org/?curid=1692706,Category:Genetics | Category:Genetics books | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692666,History of Animals,https://en.wikipedia.org/?curid=1692666,Category:Ancient Greek physics | Category:History of biology | Category:History of veterinary medicine | Category:History of zoology | Category:Natural history books | Category:Works by Aristotle | Category:Zoology books,Greek,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1718709,Magna Moralia,https://en.wikipedia.org/?curid=1718709,Category:Ethics book stubs | Category:Ethics books | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,2007431,Mechanics (Aristotle),https://en.wikipedia.org/?curid=2007431,Category:Ancient Greek technology | Category:Philosophy book stubs | Category:Works by Aristotle,Greek,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,2590334,Metaphysics (Aristotle),https://en.wikipedia.org/?curid=2590334,Category:Metaphysics literature | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692685,Meteorology (Aristotle),https://en.wikipedia.org/?curid=1692685,Category:Books about meteorology | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,3589686,Movement of Animals,https://en.wikipedia.org/?curid=3589686,Category:Animal locomotion | Category:Works by Aristotle | Category:Zoology book stubs | Category:Zoology books,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,591767,Nicomachean Ethics,https://en.wikipedia.org/?curid=591767,Category:Books about friendship | Category:Ethics books | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,25984485,On Breath,https://en.wikipedia.org/?curid=25984485,Category:Philosophy book stubs | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,25876521,On Colors,https://en.wikipedia.org/?curid=25876521,Category:Color | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692773,On Divination in Sleep,https://en.wikipedia.org/?curid=1692773,Category:Philosophy book stubs | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692702,On Dreams,https://en.wikipedia.org/?curid=1692702,Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692739,On Generation and Corruption,https://en.wikipedia.org/?curid=1692739,Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,34021381,On Ideas,https://en.wikipedia.org/?curid=34021381,Category:Metaphysics literature | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,25854289,On Indivisible Lines,https://en.wikipedia.org/?curid=25854289,Category:Philosophy book stubs | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,910746,On Interpretation,https://en.wikipedia.org/?curid=910746,Category:Logic literature | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692761,On Length and Shortness of Life,https://en.wikipedia.org/?curid=1692761,Category:Philosophy book stubs | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,25578332,On Marvellous Things Heard,https://en.wikipedia.org/?curid=25578332,Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,25507389,"On Melissus, Xenophanes, and Gorgias",https://en.wikipedia.org/?curid=25507389,Category:Philosophy book stubs | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692756,On Memory,https://en.wikipedia.org/?curid=1692756,Category:Philosophy book stubs | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,25690763,On Plants,https://en.wikipedia.org/?curid=25690763,Category:1st-century BC books | Category:Botany book stubs | Category:Botany books | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692785,On Sleep,https://en.wikipedia.org/?curid=1692785,Category:Philosophy book stubs | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692748,On the Heavens,https://en.wikipedia.org/?curid=1692748,Category:Ancient Greek astronomical works | Category:Astrological texts | Category:Astronomy books | Category:Classical elements | Category:Early scientific cosmologies | Category:Works by Aristotle,Greek,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692791,On the Soul,https://en.wikipedia.org/?curid=1692791,Category:Ancient Greek physics | Category:Philosophy of mind literature | Category:Souls | Category:Works by Aristotle,Greek,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1696574,On the Universe,https://en.wikipedia.org/?curid=1696574,Category:Philosophy books | Category:Works by Aristotle | Category:Works of unknown authorship,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,25752372,On Things Heard,https://en.wikipedia.org/?curid=25752372,Category:Philosophy book stubs | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,24629491,On Virtues and Vices,https://en.wikipedia.org/?curid=24629491,Category:Ethics book stubs | Category:Ethics literature | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,9653708,"On Youth, Old Age, Life and Death, and Respiration",https://en.wikipedia.org/?curid=9653708,Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692768,Parts of Animals,https://en.wikipedia.org/?curid=1692768,Category:Works by Aristotle | Category:Zoology book stubs | Category:Zoology books,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,25983712,Parva Naturalia,https://en.wikipedia.org/?curid=25983712,Category:Philosophy book stubs | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692795,Physics (Aristotle),https://en.wikipedia.org/?curid=1692795,Category:Ancient Greek physics | Category:History of science | Category:Philosophy of mathematics literature | Category:Philosophy of physics | Category:Philosophy of science | Category:Philosophy of time | Category:Works by Aristotle,Greek,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,19542264,Physiognomonics,https://en.wikipedia.org/?curid=19542264,Category:Ancient Greek pseudepigrapha | Category:Physiognomy | Category:Works by Aristotle,Greek,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,397064,Poetics (Aristotle),https://en.wikipedia.org/?curid=397064,Category:Aesthetics literature | Category:Books about literary theory | Category:Books about poetry | Category:Books about writing | Category:Narratology | Category:Non-fiction books about theatre | Category:Plot (narrative) | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692804,Politics (Aristotle),https://en.wikipedia.org/?curid=1692804,Category:Ancient Greek law | Category:Books about political philosophy | Category:Political philosophy in ancient Greece | Category:Works about the theory of history | Category:Works by Aristotle,Greece,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692809,Posterior Analytics,https://en.wikipedia.org/?curid=1692809,Category:Logic literature | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,491442,Prior Analytics,https://en.wikipedia.org/?curid=491442,Category:Ancient Greek logic | Category:History of logic | Category:Logic literature | Category:Syllogism | Category:Term logic | Category:Works by Aristotle,Greek,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,25691182,Problems (Aristotle),https://en.wikipedia.org/?curid=25691182,Category:Philosophy book stubs | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692711,Progression of Animals,https://en.wikipedia.org/?curid=1692711,Category:Works by Aristotle | Category:Zoology book stubs | Category:Zoology books,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,30099671,Protrepticus (Aristotle),https://en.wikipedia.org/?curid=30099671,Category:Lost literature | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692816,Rhetoric (Aristotle),https://en.wikipedia.org/?curid=1692816,Category:Rhetoric works | Category:Treatises | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,24615824,Rhetoric to Alexander,https://en.wikipedia.org/?curid=24615824,Category:Rhetoric | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692784,Sense and Sensibilia (Aristotle),https://en.wikipedia.org/?curid=1692784,Category:Philosophy book stubs | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,25508680,The Situations and Names of Winds,https://en.wikipedia.org/?curid=25508680,Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692779,Sophistical Refutations,https://en.wikipedia.org/?curid=1692779,Category:Logic literature | Category:Philosophy stubs | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Aristotle,1692819,Topics (Aristotle),https://en.wikipedia.org/?curid=1692819,Category:Logic literature | Category:Works by Aristotle,Aristotle,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Plato,36033885,The Astrologer who Fell into a Well,https://en.wikipedia.org/?curid=36033885,Category:4th-century BC literature | Category:Aesop's Fables | Category:Anecdotes | Category:Emblem books | Category:Fiction about astrology | Category:Fiction about well-related accidents | Category:La Fontaine's Fables | Category:Works by Plato,Plato,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Plato,1021566,Socratic dialogue,https://en.wikipedia.org/?curid=1021566,Category:Non-fiction genres | Category:Socratic dialogues | Category:Works by Plato,Plato,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Plato,738307,Stephanus pagination,https://en.wikipedia.org/?curid=738307,Category:1578 | Category:Ancient Greek philosophy studies | Category:Referencing systems | Category:Works about Platonism | Category:Works by Plato,Greek,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Xenophon,33196751,Agesilaus (Xenophon),https://en.wikipedia.org/?curid=33196751,Category:Ancient Greek biographical works | Category:Works by Xenophon,Greek,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Xenophon,1021533,Cyropaedia,https://en.wikipedia.org/?curid=1021533,Category:Ancient Greek biographical works | Category:Biographies about politicians | Category:Books about military personnel | Category:Cultural depictions of Cyrus the Great | Category:Political philosophy in ancient Greece | Category:Works by Xenophon,Greece,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Xenophon,5871011,Hiero (Xenophon),https://en.wikipedia.org/?curid=5871011,Category:Ancient Greek world stubs | Category:Ancient Syracuse | Category:Intellectual history stubs | Category:Political philosophy in ancient Greece | Category:Political philosophy stubs | Category:Political science stubs | Category:Works by Xenophon,Greece,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Xenophon,1673827,Oeconomicus,https://en.wikipedia.org/?curid=1673827,Category:Economy of ancient Greece | Category:Home economics | Category:Socratic dialogues | Category:Works by Xenophon,Greece,39.080457,21.806332,-400
Category:4th-century BC books,Category:Works by Xenophon,1602847,Symposium (Xenophon),https://en.wikipedia.org/?curid=1602847,Category:Ancient LGBTQ history | Category:Books about the philosophy of love | Category:Gay male literature | Category:LGBTQ history in Greece | Category:Socratic dialogues | Category:Symposium | Category:Works by Xenophon,Greece,39.080457,21.806332,-400
Category:3rd-century BC books,Category:3rd-century BC books,337793,Letter of Aristeas,https://en.wikipedia.org/?curid=337793,Category:2nd-century BC books | Category:3rd-century BC books | Category:Ancient Greek pseudepigrapha | Category:Jewish Ptolemaic history | Category:Jewish apocrypha | Category:Letters (message) | Category:Library of Alexandria | Category:Old Testament pseudepigrapha | Category:Septuagint,Greek,39.080457,21.806332,-300
Category:3rd-century BC books,Category:3rd-century BC books,19391789,Pinakes,https://en.wikipedia.org/?curid=19391789,Category:3rd century BC in Egypt | Category:3rd-century BC books | Category:Callimachus | Category:History of museums | Category:Knowledge representation | Category:Library cataloging and classification | Category:Library history | Category:Library of Alexandria | Category:Ptolemaic Alexandria | Category:Published bibliographies,Egypt,26.895485,29.369537,-300
Category:3rd-century BC books,Category:3rd-century BC books,46740248,Xunzi (book),https://en.wikipedia.org/?curid=46740248,Category:3rd-century BC books | Category:Ancient Chinese philosophical literature | Category:Chinese classic texts | Category:Philosophy books,Chinese,36.79871,98.769583,-300
Category:3rd-century BC books,Category:3rd-century BC books,48568955,Yanzi chunqiu,https://en.wikipedia.org/?curid=48568955,Category:3rd-century BC books | Category:Chinese classic texts | Category:Qi (state) | Category:Zhou dynasty texts,Chinese,36.79871,98.769583,-300
Category:3rd-century BC books,Category:Panchatantra,36173536,List of Panchatantra stories,https://en.wikipedia.org/?curid=36173536,Category:Ancient Indian literature | Category:Collections of fairy tales | Category:Fables | Category:Fantasy anthologies | Category:Indian fairy tales | Category:Indian folklore | Category:Indian legends | Category:Indian literature-related lists | Category:Indian short story collections | Category:Lists of stories | Category:Panchatantra | Category:Storytelling,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,235524,Panchatantra,https://en.wikipedia.org/?curid=235524,Category:Ancient Indian literature | Category:Collections of fables | Category:Collections of fairy tales | Category:Fables | Category:Fantasy anthologies | Category:Frame stories | Category:History of literature | Category:Indian fairy tales | Category:Indian folklore | Category:Indian legends | Category:Indian literature | Category:Indian short story collections | Category:Islamic mirrors for princes | Category:Medieval Arabic literature | Category:Oral tradition | Category:Panchatantra | Category:Persian literature | Category:Sanskrit literature | Category:Sanskrit texts | Category:Storytelling | Category:Treatises,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,2819679,Apoorva Raagangal,https://en.wikipedia.org/?curid=2819679,Category:1970s Tamil-language films | Category:1975 Indian films | Category:1975 controversies | Category:1975 films | Category:1975 romantic drama films | Category:Best Tamil Feature Film National Film Award winners | Category:Films about music and musicians | Category:Films based on Indian short stories | Category:Films directed by K. Balachander | Category:Films involved in plagiarism controversies | Category:Films scored by M. S. Viswanathan | Category:Films whose cinematographer won the Best Cinematography National Film Award | Category:Films with screenplays by K. Balachander | Category:Indian black-and-white films | Category:Indian intellectual property law | Category:Indian romantic drama films | Category:Panchatantra | Category:Tamil films remade in other languages | Category:Tamil-language Indian films | Category:Tamil-language romantic drama films | Category:Unofficial film adaptations | Category:Works subject to a lawsuit,Indian,21.872205,79.179059,1970
Category:3rd-century BC books,Category:Panchatantra,27655007,The Ass in the Lion's Skin,https://en.wikipedia.org/?curid=27655007,Category:Aesop's Fables | Category:Anthropomorphic donkeys | Category:Fictional donkeys | Category:Indian fairy tales | Category:Indian folklore | Category:Indian literature | Category:Jataka tales | Category:La Fontaine's Fables | Category:Literature featuring anthropomorphic foxes | Category:Mammals in Buddhism | Category:Panchatantra | Category:Proverbs | Category:Short stories about talking animals,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,27955691,The Bear and the Gardener,https://en.wikipedia.org/?curid=27955691,Category:ATU 1525-1639 | Category:Anthropomorphic bears | Category:Bears in literature | Category:Fairy tales about talking animals | Category:Fictional horticulturists and gardeners | Category:Indian fairy tales | Category:Indian folklore | Category:Jataka tales | Category:La Fontaine's Fables | Category:Literary duos | Category:Panchatantra | Category:Short stories about talking animals | Category:Works about friendship,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,24782517,Bharthari (king),https://en.wikipedia.org/?curid=24782517,Category:Indian folklore | Category:Legendary Indian people | Category:Legendary monarchs | Category:Navnath | Category:Panchatantra | Category:People from Ujjain,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,12459816,The Blue Jackal,https://en.wikipedia.org/?curid=12459816,Category:Animal tales | Category:Anthropomorphic canids | Category:Fairy tales about talking animals | Category:Fictional canines | Category:Indian fairy tales | Category:Indian folklore | Category:Indian literature | Category:Oral tradition | Category:Panchatantra | Category:Traditional stories,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,27584254,The Brahmin and the Mongoose,https://en.wikipedia.org/?curid=27584254,Category:ATU 150-199 | Category:Animal tales | Category:Brahmins | Category:Fables | Category:Fictional mongooses | Category:Folklore | Category:Indian fairy tales | Category:Indian folklore | Category:Indian literature | Category:Jataka tales | Category:Oral tradition | Category:Panchatantra | Category:Sanskrit texts,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,4849167,Brethren of Purity,https://en.wikipedia.org/?curid=4849167,Category:10th-century Islam | Category:10th-century Ismailis | Category:10th-century philosophers | Category:9th-century Arabic-language books | Category:Panchatantra | Category:People from Basra | Category:Secret societies,Arabic,27.289421,37.11467,-300
Category:3rd-century BC books,Category:Panchatantra,17008589,Bṛhatkathāślokasaṃgraha,https://en.wikipedia.org/?curid=17008589,Category:Collections of fairy tales | Category:Fantasy anthologies | Category:Indian fairy tales | Category:Indian folklore | Category:Indian legends | Category:Indian literature | Category:Indian short story collections | Category:Panchatantra | Category:Sanskrit literature,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,35405984,Brihatkatha,https://en.wikipedia.org/?curid=35405984,Category:Epic poems | Category:History of literature in India | Category:Indian poems | Category:Indian poetics | Category:Paisachi literature | Category:Panchatantra | Category:Prakrit literature,India,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,16993664,Budhasvamin,https://en.wikipedia.org/?curid=16993664,Category:Ancient Indian poets | Category:Panchatantra | Category:Sanskrit poets,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,2393825,Borzuya,https://en.wikipedia.org/?curid=2393825,Category:6th-century Iranian people | Category:Khosrow I | Category:Panchatantra | Category:Physicians from the Sasanian Empire | Category:Sanskrit–Persian translators,Persian,32.326038,54.118245,-300
Category:3rd-century BC books,Category:Panchatantra,33987832,Calila e Dimna,https://en.wikipedia.org/?curid=33987832,Category:1250s books | Category:1251 in Europe | Category:1251 works | Category:13th century in Castile | Category:Alfonso X of Castile | Category:Fables | Category:Old Spanish literature | Category:Panchatantra | Category:Spanish folklore | Category:Translations into Spanish,Spanish,39.917913,-3.519968,1250
Category:3rd-century BC books,Category:Panchatantra,1739660,Dancing at the Edge of the World,https://en.wikipedia.org/?curid=1739660,Category:1989 non-fiction books | Category:American essay collections | Category:Books of film criticism | Category:Books of literary criticism | Category:Feminist essays | Category:Grove Press books | Category:Panchatantra | Category:Works by Ursula K. Le Guin,American,40.103633,-108.222075,1989
Category:3rd-century BC books,Category:Panchatantra,2150521,The Deer without a Heart,https://en.wikipedia.org/?curid=2150521,Category:ATU 1-99 | Category:Aesop's Fables | Category:Fables | Category:Fables about lions | Category:Fairy tales about talking animals | Category:Indian fairy tales | Category:Indian folklore | Category:Indian literature | Category:Literature about deer | Category:Literature featuring anthropomorphic foxes | Category:Panchatantra,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,4259184,The Dog and Its Reflection,https://en.wikipedia.org/?curid=4259184,Category:Aesop's Fables | Category:Animals in Buddhism | Category:Fictional dogs | Category:Indian fairy tales | Category:Indian folklore | Category:Indian literature | Category:Jataka tales | Category:La Fontaine's Fables | Category:Panchatantra,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,21256275,Durgasimha,https://en.wikipedia.org/?curid=21256275,Category:11th-century Indian non-fiction writers | Category:11th-century Indian writers | Category:11th-century translators | Category:History of Karnataka | Category:Indian male poets | Category:Indian translators | Category:Kannada-language writers | Category:Panchatantra | Category:Translators from Sanskrit,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,5133234,Durvinita,https://en.wikipedia.org/?curid=5133234,Category:529 births | Category:579 deaths | Category:6th-century Indian monarchs | Category:6th-century Indian scholars | Category:6th-century Indian writers | Category:History of Karnataka | Category:Indian Sanskrit scholars | Category:Indian male writers | Category:Indian royalty | Category:Jain monarchs | Category:Kannada people | Category:Kannada-language writers | Category:Panchatantra | Category:People from Karnataka | Category:Sanskrit writers | Category:Western Ganga dynasty | Category:Western Ganga kings,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,34545681,La Fontaine's Fables,https://en.wikipedia.org/?curid=34545681,Category:1668 poetry books | Category:1671 poetry books | Category:1678 poetry books | Category:1679 poetry books | Category:1694 poetry books | Category:Book series introduced in the 1660s | Category:Collections of fables | Category:Fables | Category:French poetry | Category:La Fontaine's Fables | Category:Panchatantra | Category:Works by Jean de La Fontaine,French,46.895071,2.099228,1660
Category:3rd-century BC books,Category:Panchatantra,31115592,The Fox and the Cat (fable),https://en.wikipedia.org/?curid=31115592,Category:ATU 100-149 | Category:Anthropomorphic cats | Category:Fables | Category:Fables by Laurentius Abstemius | Category:Fairy tales about talking animals | Category:Fictional cats | Category:Indian fairy tales | Category:Indian folklore | Category:La Fontaine's Fables | Category:Literature featuring anthropomorphic foxes | Category:Panchatantra | Category:Short stories about talking animals,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,14660119,The Fox and the Crow (Aesop),https://en.wikipedia.org/?curid=14660119,Category:ATU 1-99 | Category:Aesop's Fables | Category:Animals in Buddhism | Category:Anthropomorphic crows | Category:Anthropomorphic ravens | Category:Fairy tales about talking animals | Category:Fictional crows | Category:Fictional foxes | Category:Fictional ravens | Category:Indian fairy tales | Category:Indian folklore | Category:Indian literature | Category:Jataka tales | Category:La Fontaine's Fables | Category:Literature featuring anthropomorphic foxes | Category:Panchatantra | Category:Short stories about talking animals,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,644082,Antoine Galland,https://en.wikipedia.org/?curid=644082,Category:1646 births | Category:1715 deaths | Category:17th-century French male writers | Category:17th-century French translators | Category:17th-century French writers | Category:17th-century antiquarians | Category:18th-century French archaeologists | Category:18th-century French male writers | Category:18th-century French translators | Category:18th-century French writers | Category:Academic staff of the Collège de France | Category:Arabic–French translators | Category:Collectors of fairy tales | Category:French Arabists | Category:French fantasy writers | Category:Members of the Académie des Inscriptions et Belles-Lettres | Category:Panchatantra | Category:People from Somme (department) | Category:People from the Province of Picardy | Category:Translators from Arabic | Category:Translators of One Thousand and One Nights | Category:Translators of the Quran into French,France,46.895071,2.099228,-300
Category:3rd-century BC books,Category:Panchatantra,43568332,Gunadhya,https://en.wikipedia.org/?curid=43568332,Category:6th century in India | Category:Ancient Indian poets | Category:Epic poets | Category:History of literature in India | Category:Paisachi literature | Category:Panchatantra | Category:Prakrit literature,India,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,31617822,A. N. D. Haksar,https://en.wikipedia.org/?curid=31617822,Category:14th Dalai Lama | Category:1933 births | Category:Alumni of the University of Oxford | Category:Ambassadors of India to Portugal | Category:Ambassadors of India to Yugoslavia | Category:High commissioners of India to Kenya | Category:High commissioners to Seychelles | Category:Living people | Category:Panchatantra | Category:People from Gwalior | Category:Sanskrit–English translators | Category:Spokespersons for the Ministry of External Affairs of India | Category:The Doon School alumni | Category:Translators of Kalidasa | Category:United Nations Environment Programme | Category:University of Allahabad alumni,Portugal,39.510819,-8.367926,-300
Category:3rd-century BC books,Category:Panchatantra,62818473,Hayavadana,https://en.wikipedia.org/?curid=62818473,Category:1971 plays | Category:Adaptations of works by Thomas Mann | Category:Hindu mythology in popular culture | Category:Horses in literature | Category:Indian plays | Category:Kannada literature | Category:Panchatantra,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,5957314,The Heart of a Monkey,https://en.wikipedia.org/?curid=5957314,Category:ATU 1-99 | Category:African fairy tales | Category:Edward Steere | Category:Fictional monkeys | Category:Indian fairy tales | Category:Indian folklore | Category:Indian literature | Category:Panchatantra,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,47664706,Johannes Hertel,https://en.wikipedia.org/?curid=47664706,Category:1872 births | Category:1955 deaths | Category:German Indologists | Category:German Sanskrit scholars | Category:German translators | Category:Leipzig University alumni | Category:Panchatantra | Category:Sanskrit–English translators | Category:Translators from Sanskrit,German,51.431228,10.432351,-300
Category:3rd-century BC books,Category:Panchatantra,1896034,Hitopadesha,https://en.wikipedia.org/?curid=1896034,Category:Collections of fables | Category:Collections of fairy tales | Category:Fantasy anthologies | Category:Frame stories | Category:Indian fairy tales | Category:Indian folklore | Category:Indian legends | Category:Indian literature | Category:Indian short story collections | Category:Panchatantra | Category:Political history of India | Category:Sanskrit texts,India,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,607307,Ibn al-Muqaffa',https://en.wikipedia.org/?curid=607307,"Category:750s deaths | Category:8th-century Arabic-language writers | Category:8th-century executions by the Abbasid Caliphate | Category:8th-century people from the Abbasid Caliphate | Category:Converts to Islam from Zoroastrianism | Category:Executed Iranian people | Category:Manichaeans | Category:Middle Persian–Arabic translators | Category:Panchatantra | Category:People from Firuzabad, Fars | Category:Shu'ubiyya | Category:Writers from Basra",Persian,32.326038,54.118245,-300
Category:3rd-century BC books,Category:Panchatantra,54278890,Imandar Daurey,https://en.wikipedia.org/?curid=54278890,Category:Narratology | Category:Nepalese folklore | Category:Panchatantra | Category:Storytelling | Category:Works about mermaids,Nepalese,28.309836,83.444168,-300
Category:3rd-century BC books,Category:Panchatantra,10449278,John of Capua,https://en.wikipedia.org/?curid=10449278,Category:13th-century Italian Jews | Category:13th-century Italian writers | Category:13th-century translators | Category:13th-century writers in Latin | Category:Converts to Roman Catholicism from Judaism | Category:European translator stubs | Category:Hebrew–Latin translators | Category:Italian Roman Catholics | Category:Italian fabulists | Category:Italian writer stubs | Category:Jewish Italian writers | Category:Panchatantra,Italian,42.558217,12.631183,-300
